time,Open,High,Low,Close,Volume,Trades_Count
2019-10-24 17:00:00+00:00,1.00713,1.00713,1.00713,1.00713,6261.291420000001,5
2019-10-24 18:00:00+00:00,1.01126,1.01126,1.01126,1.01126,66.21964373,1
2019-10-24 19:00:00+00:00,1.01124,1.01155,1.00736,1.0114299999999998,2421.79728602,27
2019-10-24 20:00:00+00:00,1.00754,1.00754,1.0062799999999998,1.0062799999999998,1100.0,5
2019-10-24 21:00:00+00:00,1.01103,1.01104,1.01103,1.01104,514.05466545,5
2019-10-24 22:00:00+00:00,0.9956041318949702,0.996648895308397,0.9945851287433728,0.9955699621092728,4767.050909988363,12
2019-10-24 23:00:00+00:00,0.9956107315345328,0.9966554475227348,0.9945917760627816,0.9955765891799508,10809.864484067928,16
2019-10-25 00:00:00+00:00,1.00761,1.00761,1.00508,1.00508,14000.0,16
2019-10-25 01:00:00+00:00,0.9956239258867206,0.9966685470517164,0.9946050657557404,0.9955898383719636,11176.277632537642,11
2019-10-25 02:00:00+00:00,0.9956305205996644,0.9966750943666752,0.9946117081296112,0.9955964604936188,5118.567785578973,4
2019-10-25 03:00:00+00:00,1.0117200000000002,1.0117200000000002,1.0117200000000002,1.0117200000000002,84.53336892,1
2019-10-25 04:00:00+00:00,0.9956437051000496,0.9966881840983174,0.9946249879329392,0.9956096997890288,895.7107109148446,1
2019-10-25 05:00:00+00:00,1.01169,1.0117,1.01169,1.0117,219.00148855,3
2019-10-25 06:00:00+00:00,0.9956568830341612,0.9967012672999784,0.9946382611447856,0.995622932488306,807.4787283019263,3
2019-10-25 07:00:00+00:00,0.995663469539263,0.9967078064524596,0.9946448952793044,0.9956295463647956,691.1041734286546,2
2019-10-25 08:00:00+00:00,1.01155,1.01156,1.01155,1.01156,242.61144526,2
2019-10-25 09:00:00+00:00,0.995676637626357,0.9967208798615148,0.9946581586063376,0.9956427691722788,98.94429077441252,0
2019-10-25 10:00:00+00:00,1.01146,1.01146,1.01146,1.01146,40.0,1
2019-10-25 11:00:00+00:00,1.0126700000000002,1.0126700000000002,1.0126700000000002,1.0126700000000002,124.5,2
2019-10-25 12:00:00+00:00,1.00976,1.01215,1.00826,1.01215,2088.6790165,6
2019-10-25 13:00:00+00:00,0.995702954112569,0.9967470071004072,0.9946846654968792,0.9956691950097476,20641.724252299562,140
2019-10-25 14:00:00+00:00,0.995709529133391,0.9967535348320469,0.9946912881030504,0.9956757973497379,39582.35000629095,284
2019-10-25 15:00:00+00:00,1.01106,1.01383,1.008,1.00883,33491.10898609,244
2019-10-25 16:00:00+00:00,1.00893,1.00893,1.00851,1.00883,1956.45633359,7
2019-10-25 17:00:00+00:00,1.0088700000000002,1.01566,1.0076,1.01407,8563.91220367,31
2019-10-25 18:00:00+00:00,1.01404,1.01491,1.00737,1.00737,13830.0,52
2019-10-25 19:00:00+00:00,0.9957423796410876,0.9967861490296356,0.9947243764431516,0.9957087843414436,7453.431602337848,25
2019-10-25 20:00:00+00:00,1.00878,1.00878,1.00878,1.00878,247.82410436,1
2019-10-25 21:00:00+00:00,1.00883,1.00883,1.00883,1.00883,18.62711,1
2019-10-25 22:00:00+00:00,0.9957620702743168,0.9968056979853792,0.9947442097003888,0.9957285567756404,62.10999570386512,4
2019-10-25 23:00:00+00:00,1.01296,1.01296,1.01296,1.01296,19.79150213,1
2019-10-26 00:00:00+00:00,1.01291,1.01291,1.00827,1.00878,9161.28555141,61
2019-10-26 01:00:00+00:00,1.00878,1.01566,1.00694,1.0079,32724.32230207,152
2019-10-26 02:00:00+00:00,1.01279,1.01984,1.0122799999999998,1.0167,10336.22783222,45
2019-10-26 03:00:00+00:00,1.01476,1.01945,1.01022,1.01022,15600.22065825,128
2019-10-26 04:00:00+00:00,1.00971,1.00971,1.00937,1.00937,2311.10955041,9
2019-10-26 05:00:00+00:00,1.0099200000000002,1.0099200000000002,1.0079,1.0079,6683.39285,14
2019-10-26 06:00:00+00:00,1.01309,1.01309,1.01309,1.01309,91.18726349,1
2019-10-26 07:00:00+00:00,1.01298,1.01298,1.00915,1.00936,2426.3625453,11
2019-10-26 08:00:00+00:00,1.0097200000000002,1.01313,1.00922,1.01313,720.56282457,7
2019-10-26 09:00:00+00:00,1.01313,1.01583,1.01313,1.01583,825.74223127,8
2019-10-26 10:00:00+00:00,1.0125,1.01649,1.01108,1.01644,11733.90690847,58
2019-10-26 11:00:00+00:00,1.0117,1.01289,1.01075,1.01075,1353.69053336,14
2019-10-26 12:00:00+00:00,1.01501,1.01645,1.0108700000000002,1.0108700000000002,16339.17979236,38
2019-10-26 13:00:00+00:00,1.01007,1.01007,1.0098200000000002,1.0098200000000002,947.81473961,9
2019-10-26 14:00:00+00:00,1.00971,1.00971,1.00971,1.00971,100.0,1
2019-10-26 15:00:00+00:00,1.01272,1.01295,1.00821,1.00821,343.32576225,5
2019-10-26 16:00:00+00:00,1.00821,1.01226,1.00821,1.01226,500.64985381,10
2019-10-26 17:00:00+00:00,1.00831,1.0124799999999998,1.00801,1.00801,1078.36034973,14
2019-10-26 18:00:00+00:00,1.01326,1.01326,1.00889,1.0089,440.63907367,7
2019-10-26 19:00:00+00:00,1.01339,1.01339,1.01339,1.01339,194.38017827,2
2019-10-26 20:00:00+00:00,1.0092299999999998,1.0092299999999998,1.0092299999999998,1.0092299999999998,39.92015968,1
2019-10-26 21:00:00+00:00,1.01341,1.01341,1.01341,1.01341,160.0,2
2019-10-26 22:00:00+00:00,1.0086700000000002,1.0086700000000002,1.0076,1.0076,7556.788,11
2019-10-26 23:00:00+00:00,0.9959255857497458,0.996968035975362,0.9949089115132828,0.9958927513203156,6461.417819151979,9
2019-10-27 00:00:00+00:00,1.01197,1.01197,1.00765,1.01181,499.0,7
2019-10-27 01:00:00+00:00,0.9959386228175842,0.996980979087692,0.994922043319015,0.9959058425129178,1940.6381999790008,8
2019-10-27 02:00:00+00:00,0.9959451388998364,0.9969874482056841,0.9949286067608348,0.9959123856464092,1234.1956261180967,6
2019-10-27 03:00:00+00:00,1.012,1.012,1.012,1.012,50.0,5
2019-10-27 04:00:00+00:00,1.012,1.01201,1.012,1.01201,250.0,2
2019-10-27 05:00:00+00:00,1.01201,1.01201,1.01201,1.01201,509.12,4
2019-10-27 06:00:00+00:00,0.9959711868881208,0.9970133084268477,0.9949548441248872,0.9959385417653822,176.115885018063,3
2019-10-27 07:00:00+00:00,1.00983,1.00983,1.00983,1.00983,100.0,1
2019-10-27 08:00:00+00:00,1.00941,1.01044,1.00941,1.01044,830.37200496,7
2019-10-27 09:00:00+00:00,1.01045,1.0104799999999998,1.01045,1.0104799999999998,467.85924949,4
