,sentiment,open,high,low,close,volume,trade_count,avg_size,num_blocks,avg_trans_count,avg_fee,avg_trans_size,avg_output_value,close_scaled
2021-02-06 10:00:00+00:00,0.0,-0.6016773066010613,-0.6169314156287927,-0.6036674698503711,40067.49,0.5856551071364905,-0.4005669018934864,-0.35893163305627546,0.3256198188570487,-0.7004283267164667,-0.12528485826135993,0.06402883926499697,-0.8610848178307077,-0.5874599278255057
2021-02-06 11:00:00+00:00,0.0,-0.5883539810852042,-0.5732183273513187,-0.5572351213420801,40239.72,0.6679048277055112,-0.3216431676242713,0.3104799092961189,0.8771622594155601,0.8963641372821867,0.32422220409270375,-0.5949031698277646,-0.29891708382496446,-0.5699034608847586
2021-02-06 12:00:00+00:00,1.0,-0.569731292907199,-0.5732183273513187,-0.5671681096484191,39980.49,0.2973930974286886,-0.5011994872758719,-0.17916177175672193,0.3831775735483613,0.5974377774902584,0.3525813775699793,-0.40602347100335806,-0.28628942685526754,-0.5963283748082903
2021-02-06 13:00:00+00:00,1.0,-0.5982371548440406,-0.5935499963175856,-0.5671629964041554,40172.95,0.07531586995077698,-0.4853761469089389,-0.8043031827004543,0.7405416548735435,0.5807465219545573,-0.05888236143490641,-0.7850054491009446,-0.08829352407226458,-0.5767097391036156
2021-02-06 14:00:00+00:00,0.0,-0.576981603854662,-0.5615276176957151,-0.5448119830793999,40328.69,0.20619232354439943,-0.21763364984650366,0.0238368343271645,1.356388546643961,1.063002597500713,0.31380440176983077,-0.682179792709012,-0.6795628108013029,-0.5608341996427088
2021-02-06 15:00:00+00:00,1.0,-0.5602089528437658,-0.5264931023164925,-0.5385339417726341,40956.29,1.183527335745,0.4853471910893172,0.3804091253086195,-0.8346011484187494,0.7243272597181,0.9525983277050049,-0.46157909174597034,0.9913164020132903,-0.4968590579600015
2021-02-06 16:00:00+00:00,1.0,-0.4965615584698724,-0.5223891549356513,-0.5067091094764047,40663.0,0.8761647300396334,0.3945559515449022,0.0187887008551498,0.4668787772569733,1.1596669564069653,0.3292864827140402,-0.7929564143831735,-0.1005278153413395,-0.526755917909207
2021-02-06 17:00:00+00:00,0.0,-0.5265933188304955,-0.5528866583850517,-0.5372525627601928,40259.21,0.2269153284197089,-0.1058089456679947,0.3701936319362158,1.5581569394629575,1.0604968742418757,0.19648813033882134,-0.6684228049989833,-0.956401535801829,-0.5679167248882707
2021-02-06 18:00:00+00:00,0.0,-0.5680259969399407,-0.5732193439347673,-0.5494762844965948,40331.26,0.014400664601527563,-0.19283731768612677,-0.06146897221392756,2.0255765077803196,0.3996348805218452,0.030681408028948556,-0.4730767466439081,-0.5444198180750441,-0.5605722236801138
2021-02-06 19:00:00+00:00,0.0,-0.56040669786328,-0.5780338831459793,-0.559089183712037,40223.24,-0.24801270568651668,-0.318169751446164,0.2278254169939907,0.6587379595613484,1.4477528080134063,0.2949467870920335,-0.8686239202064052,0.43756608321830476,-0.5715833690028772
2021-02-06 20:00:00+00:00,0.0,-0.5714172220941953,-0.6012892461095949,-0.5984816175182952,40141.81,0.4245848729937882,-0.004693941371983135,-0.3477684439752238,1.7099576111763093,0.7535379054422819,0.05679609889445569,-0.6644860206358377,-0.4653322367584814,-0.5798840315064191
2021-02-06 21:00:00+00:00,0.0,-0.5797163970884656,-0.593651654662417,-0.5543880669361445,40075.0,-0.321963711396665,-0.49521749274690946,-0.09323261308652961,1.6914041957446775,0.5089221182351366,-0.2889804547703433,-0.5851594568989823,-0.47970256270006506,-0.586694387172164
2021-02-06 22:00:00+00:00,1.0,-0.5865294265237028,-0.5723715133388735,-0.569631670734589,40042.32,-0.0050151251773553,-0.37277957246862825,-0.39794365972962054,1.4972258365113482,-0.18126906178518515,-0.26776634716774955,-0.28703312216532506,-0.028647505321444795,-0.5900256612801801
2021-02-06 23:00:00+00:00,0.0,-0.5898890532470042,-0.6197443020302755,-0.6541955270137516,39265.43,1.3044266468332102,0.1720643485805867,0.021225391177891458,1.0943215536721604,-0.39544318742967893,-0.38008684940584675,0.24623740672585814,0.0024822198967681445,-0.6692188541130011
2021-02-07 00:00:00+00:00,0.0,-0.6689789066190789,-0.6576293173985689,-0.6879429391530698,39623.25,0.7100881633645278,-0.0802407432458162,0.4249779230381646,0.4875405353512906,-1.4818857394929585,-0.0797196506219362,2.028880603209239,-0.44408361657123935,-0.6327440529707029
2021-02-07 01:00:00+00:00,0.0,-0.6323175915835932,-0.6598292039807198,-0.7114638627653218,38660.35,0.43372409777998777,-0.03682304101947536,1.2291481954553556,-0.18860495657193033,-0.5762895787782638,-0.17049874579479174,1.6613331925277963,-0.1576916617018042,-0.7308983931974062
2021-02-07 02:00:00+00:00,0.0,-0.730723260006199,-0.7406943509602533,-0.7276943227066283,38790.29,0.5978696139971454,0.1824845971149085,0.6595091635983406,-1.387830263107409,-1.4490564192568087,0.5925953350324207,1.1762979506251268,0.5506989795273982,-0.7176528069796702
2021-02-07 03:00:00+00:00,0.0,-0.7169973093217421,-0.7289558618825789,-0.7030801874708327,38869.72,-0.1495333915220213,-0.49087572252427536,0.2737918523773704,-0.9773359466825539,0.3415853984648887,1.018927850715863,-0.12398046470969658,0.9111770585846953,-0.7095560168205601
2021-02-07 04:00:00+00:00,0.0,-0.7093831067662032,-0.7389509103463957,-0.7665846359262081,38365.06,0.35738585021665104,-0.18569751776446183,-0.01850839060549703,-0.9421266242157069,-0.00436493883388937,0.7975648063289649,-0.3459902300902697,-0.2628251847538892,-0.7609991254910434
2021-02-07 05:00:00+00:00,0.0,-0.7600680093196419,-0.7541925459869578,-0.7458412265979075,38549.99,-0.23864557052286814,-0.6362767830911545,0.1560192695605883,-0.16773236421134446,-0.2938095307823999,-0.03956047681754664,-0.12883826260774045,0.7471966426210658,-0.7421480691631545
2021-02-07 06:00:00+00:00,0.0,-0.7421792201831341,-0.752564995886208,-0.7341646219977035,38579.83,-0.15635755775126325,-0.7582322844558097,-0.30139151139102477,-0.23899434621011237,-0.2675062035358055,0.29281315063445007,-0.17438449535261738,0.22636858307332225,-0.7391062937842312
2021-02-07 07:00:00+00:00,0.0,-0.7385219566263372,-0.7105130049632783,-0.7178738257740869,39072.87,-0.3495836813932515,-0.8618558671026766,0.22334243580229976,0.41501354775491145,-0.9748783401211704,-0.3376825300330482,0.6386321128220335,0.12565766135373785,-0.6888476834348971
2021-02-07 08:00:00+00:00,0.0,-0.6886739028410507,-0.6673021089092706,-0.6571018950531436,39540.0,-0.14598053845347977,-0.8623382860163026,0.10914678168005067,0.19764341923204246,-0.21457724245073784,-0.14325525869239683,-0.048506692655538065,0.03999715849382139,-0.6412302393076778
2021-02-07 09:00:00+00:00,0.0,-0.641060163915435,-0.650699268031417,-0.6263845914643957,39569.72,-0.39680178589455783,-1.0323427111781083,1.0963023756966952,0.15927158277116743,-1.031919203469204,-0.2094116080287596,1.5411272228379993,0.7106634290030519,-0.6382006962694207
2021-02-07 10:00:00+00:00,0.0,-0.6380318110650325,-0.6537073384549766,-0.644699209767518,39359.88,-0.41151176092118236,-1.0310884220026806,0.5134140100701352,0.4592887436713057,-1.116133302226648,-0.249607594229176,1.1037606489394203,-0.8750770704588835,-0.6595909826472084
2021-02-07 11:00:00+00:00,0.0,-0.6584413395482398,-0.6856758381540866,-0.6825433532107785,39099.29,-0.44279348757295733,-0.9700141875376278,0.5899900892016801,0.1921617283090603,-0.6737410355739526,-0.23751502240520533,0.534669269488521,-0.4965287397124384,-0.686154529764953
2021-02-07 12:00:00+00:00,0.0,-0.6871082515525221,-0.6936102719681718,-0.7055038652517478,38885.0,-0.016599836701879894,-0.7122095200958884,0.2302222553356133,0.03003017754854991,0.02599039186269162,-0.22700363047002964,0.13849115240600082,-0.1418474655734029,-0.7079984321091011
2021-02-07 13:00:00+00:00,0.0,-0.7078256099114691,-0.7053690927148122,-0.7209663159046714,38697.15,0.24887330486071127,-0.5128740249856214,0.10987452515139794,0.061444483222562976,0.7928261804052507,-0.3397346362234906,-0.30327044582537727,-0.6474229665727713,-0.7271471420598603
2021-02-07 14:00:00+00:00,0.0,-0.7280526829385262,-0.7542291429910971,-0.7435443572747279,38265.8,0.07167538823647429,-0.5525288596856793,0.3125481450871558,1.0827256690273905,0.033331831262055814,-0.20374016257583036,0.07187562900702542,-0.645199876943597,-0.7711173099451945
2021-02-07 15:00:00+00:00,0.0,-0.771531104626147,-0.7837273449108054,-0.80874026693248,37974.48,0.7884660888715512,0.2383487073128004,0.20160254072344794,0.5832592922372096,0.2898291073455182,-0.2362298529406792,-0.4073553073220171,-0.8535612599533011,-0.8008133556351343
2021-02-07 16:00:00+00:00,0.0,-0.8003386806133829,-0.7973749777044121,-0.8308734560516092,38243.94,1.097742345638834,0.4715500101596133,0.9361552324421684,0.7084948464007248,-0.4376276287186788,0.048747845238018,1.0193819662229584,-0.0004050394180141403,-0.7733456346698343
2021-02-07 17:00:00+00:00,0.0,-0.7731681072103765,-0.801092623374894,-0.7913225116731811,37913.56,-0.09873678828516173,-0.12346547790670664,1.2878109506830533,0.5699767334622914,-0.05247634294948955,-0.2871098134199745,0.48691944827297123,-0.6076461682159228,-0.8070233072465284
2021-02-07 18:00:00+00:00,0.0,-0.8068428608686564,-0.7859516294957147,-0.7767988526670414,38316.21,-0.23672515276889802,-0.34615004843647257,0.17925424360458828,0.1424048414696839,-0.33213916198153826,0.45722691462470927,-0.04223771239575189,-0.43784270648838225,-0.7659787075037906
2021-02-07 19:00:00+00:00,0.0,-0.7660217652937921,-0.7765350170139884,-0.7614284404108616,38109.93,-0.21984849719412938,-0.3962251316708523,0.2812944830479093,1.2391646945986503,0.35263909677914995,-0.5385133220017668,-0.0010310506059562079,-0.8145974808693204,-0.7870061011084891
2021-02-07 20:00:00+00:00,0.0,-0.7868278031202537,-0.7725805074000494,-0.7910791212462365,38526.64,-0.08520003258325726,-0.4357834825881851,0.3489872281412767,0.3989901435185021,0.2383123653517311,-0.293909077820462,-0.14331874652075982,-0.1343324340697039,-0.7445282787843959
2021-02-07 21:00:00+00:00,0.0,-0.7443523767893468,-0.7573429380932807,-0.7239810847224508,38595.0,-0.07420473699797371,-0.3415188268656629,-0.20579878371804658,-1.0707355266395189,1.6897357663908577,0.49277017675656115,-1.032258169571658,2.0322861740435836,-0.7375599220517159
2021-02-07 22:00:00+00:00,0.0,-0.7373854324162399,-0.7409545963230213,-0.7302550354338058,38843.33,-0.29704324164096807,-0.40780318559787654,0.38745797905851687,-0.2520660707187621,0.5971634874383264,0.5499393423473631,-0.5196120047581342,0.6176444878452566,-0.712246112405338
2021-02-07 23:00:00+00:00,0.0,-0.7120720313099127,-0.7104570928736208,-0.6879378259088059,38871.42,-0.1747939115355771,-0.46559697145027246,-0.04061960418055521,3.5897559292266483,0.5002537284883322,-0.4622212495141313,-0.5242729600189373,0.07601450741938143,-0.7093827253277933
2021-02-08 00:00:00+00:00,0.0,-0.709207786439623,-0.706333830407262,-0.6949235402216453,38756.93,-0.11490495325542135,-0.5896751160348821,0.2769816495282025,0.5351890795279816,-1.1743780463784783,-0.33113038217383006,1.3603788710424614,-0.5118859115690099,-0.7210533976847932
2021-02-08 01:00:00+00:00,0.0,-0.7208778005036615,-0.7309361664398929,-0.7173921581644621,38581.03,-0.48343815067717866,-0.7522502899268473,0.4107830789480072,-0.5318431420571201,-0.08428620521380562,-0.18836355703828261,-0.15952547877533285,0.2976643373115522,-0.7389839703775725
2021-02-08 02:00:00+00:00,0.0,-0.7387828985077585,-0.7549255026531916,-0.7457001010562335,38290.73,-0.4535481937379261,-0.6891498960245652,0.3232455524608959,-0.12240299696360747,-1.0504103652136507,-0.15115124183413775,2.1349271772528855,0.555288041095182,-0.7685760411718516
2021-02-08 03:00:00+00:00,0.0,-0.7680848370437807,-0.7741206313242442,-0.7606532725805097,38119.42,-0.0540097666383152,-0.525609884305348,2.7892609441465233,-0.21833258811579503,-1.792232565858404,-0.19615306893213671,6.040958125864579,-0.005700831236614343,-0.7860387268341603
2021-02-08 04:00:00+00:00,0.0,-0.7858604834113909,-0.7551867645994081,-0.7607545148169275,38618.01,-0.25635201740204466,-0.6243127940332296,1.9964351252269985,-0.6796379627113696,-1.0182850822359866,0.247106115488256,2.591809051414287,-0.3795340507175758,-0.7352143707290276
2021-02-08 05:00:00+00:00,1.0,-0.7350389940918952,-0.7367866041849365,-0.7160483975720057,38701.98,-0.5412617032953402,-0.8242271918398478,0.4276473887035833,-0.5084405385013118,-0.09317273610661021,-0.1699176213043925,-0.1865018162897383,-0.6766568202469141,-0.7266547903480572
2021-02-08 06:00:00+00:00,0.0,-0.7263677730557544,-0.7009012084594753,-0.7008385411857,39041.45,-0.5040491263085474,-0.8887748424830079,0.7369424116296162,0.5697658991960228,-0.5016693167798678,0.0025941916658742473,0.6627846488978638,-0.7449298271716499,-0.6920505179659218
2021-02-08 07:00:00+00:00,1.0,-0.69117323679904,-0.6842841354133454,-0.6720908592872644,39310.39,-0.3406801827483338,-0.9659618686631694,0.5096992418007514,-0.06695358493498038,1.1095950245298274,0.07479804481777581,-0.6907955057674314,-0.796437073189559,-0.6646358038101737
2021-02-08 08:00:00+00:00,0.0,-0.663966987748184,-0.6865409506686008,-0.6543622187767426,39224.0,-0.7139458945501712,-1.0669803891764558,-0.3056886235276286,1.226303804356269,0.03927901191454813,-0.2719669550964169,-0.32939891706774965,-0.7149214882354015,-0.6734420697279064
2021-02-08 09:00:00+00:00,0.0,-0.673399629039878,-0.6854755712147688,-0.6701089658107192,38991.87,-0.7095428255601297,-1.0791373457998312,0.7856809786661202,0.4209169072104307,0.083745166019508,-0.06803679312878043,-0.09648731423039898,-0.30288050972920266,-0.6971045133843862
2021-02-08 10:00:00+00:00,0.0,-0.6971351472069847,-0.6753747980723273,-0.6741146813667709,39467.94,-0.6520522779419212,-1.0661120351319289,0.16020272609436587,-0.3916383549885383,0.6730129386964604,0.17851945268324734,-0.4500560084122651,0.1374949377308664,-0.6485757598775562
2021-02-08 11:00:00+00:00,0.0,-0.6484052701557581,-0.6708103383894002,-0.6271832802183593,39462.54,-0.6846878402558381,-1.0038799952741737,0.2949647616299093,0.4464278534289245,0.9995524121881388,-0.10658571370181583,-0.702523511647647,-0.5460855987416189,-0.6491262152075223
2021-02-08 12:00:00+00:00,1.0,-0.6476856413734008,-0.2926412956168344,-0.6484666481408895,43260.0,6.150609693371161,1.7089545236103274,-0.034086762284477067,-0.20462836080833968,0.8044318592808464,0.18452251606449704,-0.6935558266504234,-0.49956069576993606,-0.26202767866447957
2021-02-08 13:00:00+00:00,1.0,-0.2618789924749278,-0.12592161009344519,-0.4077371535114587,43005.45,11.60941573411005,6.177697404310777,-0.0640110120584261,2.406554026927579,0.8127764730100917,0.2990117494234104,-0.67748200063355,-0.39462493365108126,-0.2879755313020406
2021-02-08 14:00:00+00:00,1.0,-0.28751755162880693,-0.19779405988919896,-0.25515794468763253,43675.31,4.696628965587641,2.564476225034692,-0.2221147559231702,3.2452527381438476,0.22964668137582628,0.48454515533430775,-0.27318345442201364,-0.29996885429307946,-0.21969256698148876
2021-02-08 15:00:00+00:00,0.0,-0.21954626873542346,-0.19708245147537962,-0.20872457353048862,43807.94,3.0605174742101298,2.1235453379805196,0.4820905602464159,0.8510188103982607,0.8323199326948874,0.7343670692674724,-0.5360974729482432,-0.7598044960276942,-0.20617277246049168
2021-02-08 16:00:00+00:00,1.0,-0.20533410993597453,-0.18132540802652272,-0.2404860015978507,43257.93,3.191800657234357,2.0393149956614187,0.07664003398834099,-0.4841945978804292,1.5836163619107373,0.5062138834633566,-0.9420384886412014,0.08498118161345794,-0.2622386865409665
2021-02-08 17:00:00+00:00,1.0,-0.26127556437414096,-0.2704604613580852,-0.3058792824841753,43145.49,1.9933047782476176,1.250367104317443,-0.12781927651663677,2.2990285511306214,1.3060458160075108,0.5865431833572066,-0.8829437703736096,-0.534082217744767,-0.273700389744924
2021-02-08 18:00:00+00:00,0.0,-0.2732279257083108,-0.27747895348524065,-0.2988690245988712,42692.01,1.3458632704467157,0.8639495545030094,0.06740563874136432,0.9825793925498322,0.22943640011846925,0.9620628020768581,-0.4017036815854288,-0.18897400204745768,-0.31992640512139603
2021-02-08 19:00:00+00:00,0.0,-0.31902730311466865,-0.30383489596621277,-0.2867046164959264,43089.89,0.46692012366486874,0.1871158186857182,0.3792242740147365,0.02412681809303067,1.4104482744001852,0.8019293504853114,-0.7837226855076865,0.18232325668674504,-0.2793680409201287
2021-02-08 20:00:00+00:00,0.0,-0.2792438592401442,-0.18437515837146276,-0.25827191044412384,44220.37,1.5627411046173592,0.7392925072220485,0.08703749821920105,2.361646328212379,1.3938895923199002,0.7715089199247269,-0.8722061674819246,0.25779287404485796,-0.16413123695348245
2021-02-08 21:00:00+00:00,0.0,-0.16412160153897837,-0.12697987346313974,-0.1530975891875129,44704.48,2.2833402509807375,1.3452106627363163,-0.30513397484219434,3.8836588964049987,0.9313407956561361,0.6155990165426841,-0.7218343661652769,0.17569516358751783,-0.1147829166220365
2021-02-08 22:00:00+00:00,0.0,-0.11561291350442518,-0.11575577561031171,-0.12231585872104393,44757.67,2.3701219126200455,1.1737589808336326,-0.16715649300401028,0.4401028254408682,0.8308688511308812,1.2175705920534852,-0.47706630253339083,0.32797003128681596,-0.10936093162187258
2021-02-08 23:00:00+00:00,1.0,-0.10957761319233053,0.062146327844524334,-0.08439910720924129,46448.1,5.149064771822888,3.090216357104317,0.10261987541990256,-1.0916081190001048,1.6099817350915464,0.8246634100012273,-0.9370722771955091,1.5321705903448923,0.0629550319770741
2021-02-09 00:00:00+00:00,0.0,0.06365212042364513,0.14347300370959223,0.08988275556672466,46801.46,4.750544335062403,3.2059968963745593,-0.2187964032873453,2.2568616978769125,0.7421119384263869,0.9066520375274033,-0.6555713646128439,0.0401029608136692,0.09897519779128935
2021-02-09 01:00:00+00:00,1.0,0.09926355210809895,0.06753726987092991,0.02660635780550319,46170.78,2.32242747074035,1.7191818045791987,0.6188011148565338,-1.3328025196113191,0.2881410310902509,1.4688689545193592,-0.33490372438259974,2.040793036165695,0.034686092698157
2021-02-09 02:00:00+00:00,0.0,0.03524818890923302,0.023994967612772578,0.008901238218593925,45722.59,0.8620957814896462,0.7514494638454239,0.010903998667629646,-0.05472519749140482,0.23503720266529932,1.4088152231712916,-0.3529531683029875,1.1941967106365532,-0.011000680327293507
2021-02-09 03:00:00+00:00,1.0,-0.009579791571364012,0.06722924508609109,0.007253750916883516,46644.85,1.2948059614265701,0.7810699851420609,0.26853142726053564,-0.35284484999512616,0.4841580293666209,1.2302356417465874,-0.43930303707313423,1.9937729443863348,0.08301097386055507
2021-02-09 04:00:00+00:00,1.0,0.08407184194909531,0.08390731313911964,0.08221391182027801,46888.07,0.9579348894382593,0.40545861899285,-0.6274439200948357,0.9248108035922511,0.4038757741357353,1.0619199192384008,-0.5298419656868691,1.052183835985915,0.10780388966690968
2021-02-09 05:00:00+00:00,0.0,0.10793273453579148,0.11500866715681847,0.1035678425136445,46949.46,0.6310664189675911,0.2864941148926761,0.2032935994806084,-0.12134882563226476,1.0185567478958788,0.7412972655106456,-0.6983713848491256,0.5047480824210356,0.11406175127924455
2021-02-09 06:00:00+00:00,0.0,0.11418718525611131,0.20875290984303407,0.11800764431386226,48192.15,1.5144874236988755,0.5022318530662275,-0.5794302512371657,1.6677907579226006,0.7963445772183252,0.8924496119937977,-0.7040203801314766,0.29542559220391423,0.24073681313023831
2021-02-09 07:00:00+00:00,1.0,0.24085612121017505,0.2095509278499599,0.20363812334639717,47625.85,0.8769076246503118,0.16010035952266166,0.23202369108339418,-0.15191979424120367,0.8926760568683431,1.0974394296021943,-0.6707198024223919,0.02955358737278354,0.18301035880436622
2021-02-09 08:00:00+00:00,0.0,0.18313394229215216,0.18921925888369295,0.12501176630604963,47207.11,0.923412072665621,0.00891027199227033,-0.2954637627664108,1.3298234290941242,1.135232543926357,1.012509511410948,-0.7504995339189044,0.3459839197962113,0.14032560605067482
2021-02-09 09:00:00+00:00,1.0,0.13906738206710917,0.11275286848501091,0.057225487104392146,46484.54,-0.05903740438546808,-0.5137423790301482,-0.2404360285609375,1.368827768353805,1.6514983352748531,0.6332120468844782,-1.0288477850112647,0.10770071899320756,0.06666958609262222
2021-02-09 10:00:00+00:00,0.0,0.06675692109087027,0.0529970768097042,0.011276851503430961,45677.08,0.37138072288407187,-0.4310557772346502,-0.32767617607449784,0.5860001376987007,0.9016506320581756,1.2906719032614313,-0.6075401349772047,0.5651653755428404,-0.015639795524839198
2021-02-09 11:00:00+00:00,0.0,-0.014720142774521239,0.05169076707862169,0.014105498230017801,46445.69,-0.03138501878861892,-0.46916687141110497,-0.2682203165914,0.8803247734095883,1.917230170646781,0.5623933612594555,-1.1019039594936115,-0.09035546917104562,0.06270936580203414
2021-02-09 12:00:00+00:00,0.0,0.06362663781803757,0.07355544388494538,-0.03334540853556889,45329.22,1.3128676551717389,0.20602664009985774,-0.6036669559999513,1.3580752207741091,0.9322167642254747,0.6927289022512404,-0.8205296541941115,0.07429536993469663,-0.05109931239186692
2021-02-09 13:00:00+00:00,0.0,-0.05178510228283054,0.031452623789599364,-0.04868514132616804,46324.2,1.01186734267372,0.3777677733507171,0.0044099423576678416,0.7335841240866816,1.6237983960271163,0.8643496169713296,-0.962835997396511,-0.17427304542186986,0.05032514023952227
2021-02-09 14:00:00+00:00,0.0,0.050458246544274124,0.062146327844524334,0.06349943781574705,46699.99,0.4534844122475224,0.17109951075333468,-0.43210325095165936,2.108223540157589,1.2211732141639149,0.9285244536028118,-0.8833980899174718,0.2863219495713916,0.08863173439654048
2021-02-09 15:00:00+00:00,0.0,0.08876166068511104,0.10280966577705829,0.09250175927850636,46859.01,0.6969547162010725,0.52972973114291,-0.20948079687174714,0.8501754733331864,1.906173240836556,0.8392146656753744,-1.0732235723190346,0.6610057650409371,0.10484162450231546
2021-02-09 16:00:00+00:00,1.0,0.10389323189488044,0.10280966577705829,0.058751279192630235,46519.71,0.8829643658594174,0.603829276275865,-0.20650273489572843,1.1609451818130205,-0.048199733984344836,1.7131774905773147,-0.2930119573798902,0.02066375806382643,0.07025468126945572
2021-02-09 17:00:00+00:00,0.0,0.0703856441293868,0.08610110022058003,0.07682557501536665,46562.0,0.8172122215772774,0.417422608050775,-0.13363343737979363,1.2849157303789245,1.510759297007721,0.8568641367894017,-0.9605395764195596,-0.20291713376457832,0.07456556199246679
2021-02-09 18:00:00+00:00,1.0,0.07443228189986718,0.1354419944679168,0.085420938622366,47079.69,0.8729258426521941,0.5563592551750658,-0.0840247479157404,1.5918904220659247,0.7332937791801485,1.1290877568829958,-0.5618770168773576,-0.28976269461616755,0.1273368989869233
2021-02-09 19:00:00+00:00,1.0,0.12746362277765055,0.12073508172116774,0.13539165216102172,47132.92,0.060813263170711396,0.0484686229096031,-0.2629824010887103,-0.4072400906924106,1.8682633886600062,0.8762711034720683,-1.0881734573326198,0.40393803854236404,0.13276296143397595
2021-02-09 20:00:00+00:00,1.0,0.13288835985938827,0.1443045689703126,0.1303029514699534,47139.97,0.8461530400548413,0.34477031965869803,-0.2149734079505643,1.464546525239724,1.2005785759015064,1.1195986388901162,-0.7832410427376906,0.7609769365673991,0.13348161144809842
2021-02-09 21:00:00+00:00,0.0,0.13361104655441833,0.1404232533646522,0.16079424966225406,47335.09,0.1073073839035218,-0.04859406251194999,-0.09477843207400778,0.5316048970014163,1.186823863833409,0.9595835690766471,-0.8527711827513774,0.7854431044429881,0.153371397370867
2021-02-09 22:00:00+00:00,0.0,0.15324692313138044,0.12137654587705324,0.10946136785179315,46906.34,0.4648904918503197,0.10867450333012907,-0.16445213251859334,-0.2942329239724709,1.076112276497312,1.320154652910282,-0.6671971374973035,-0.2764343312395101,0.10966626353329409
2021-02-09 23:00:00+00:00,0.0,0.10979296474514343,0.08135975501764663,0.08108899808230075,46514.73,0.7254976140981036,0.20650905901348376,-0.29368813519443926,3.2623303137115993,1.3063470918613418,0.5397935123363319,-0.8665566756223748,-0.4455101080430605,0.06974703913182088
2021-02-10 00:00:00+00:00,0.0,0.06987701132146008,0.08419602283844102,0.06452208666845366,46583.26,0.39572097487548635,0.11127956546370951,-0.10226198535177096,0.6918389393655099,0.7214267749773353,0.6560692189874598,-0.5890795378986657,-0.7166654719223177,0.07673272501377733
2021-02-10 01:00:00+00:00,0.0,0.07572170174360991,0.04576713532529939,0.054985886116964526,46327.12,0.2835922490566679,0.14852230559563745,-0.02441387632309088,3.329586444651265,1.232764762913136,0.17603004117438772,-0.8249301914904225,-0.5272649857309185,0.0506227938623933
2021-02-10 02:00:00+00:00,0.0,0.05125738105612688,0.0707872871551878,0.0831097522152492,46340.26,0.3464232323463667,0.22590229934124934,-0.6264699149493127,0.31571060834242715,0.18467374542133608,0.7704880904319743,-0.43607061633057176,-0.10521250771155592,0.051962235165310344
