time,Open,Close,High,Low,Volume,Trade_Count,num_blocks,avg_diff,avg_gas_limit,total_gas_used,avg_block_size,num_transactions
2021-09-08 00:00:00+00:00,3432.99,3459.7,3466.6,3378.02,1397.54353152,2142.0,259,8696899051937020,30011646.66409268,3962688726,72991.67953667961,49964
2021-09-08 01:00:00+00:00,3459.71,3526.44,3526.44,3431.64,1150.21011881,1740.0,283,8662084163100770,30018118.024734996,4630274061,52731.699646643094,40589
2021-09-08 02:00:00+00:00,3523.43,3504.23,3542.91,3495.45,2424.50607667,1296.0,254,8682050145916659,30013606.492125984,3703505746,65441.53543307093,48997
2021-09-08 03:00:00+00:00,3499.31,3432.84,3505.0,3407.47,1845.53995591,1475.0,280,8694748363243250,30010459.48571429,4382813606,59522.64999999997,45648
2021-09-08 04:00:00+00:00,3432.67,3439.07,3478.37,3418.75,1171.17118346,1306.0,258,8640207251626875,30012259.96511627,3853246959,83351.56589147286,51256
2021-09-08 05:00:00+00:00,3440.18,3412.24,3483.81,3406.36,1535.86191071,1037.0,283,8631799197147781,30019878.89752649,4385330963,76219.17667844519,51744
2021-09-08 06:00:00+00:00,3413.06,3298.81,3432.23,3285.0,5192.57265321,3192.0,273,8724925202937626,30017384.74725274,4247891674,73173.10622710625,51911
2021-09-08 07:00:00+00:00,3297.93,3257.43,3346.09,3252.01,4205.41937973,2494.0,273,8711903385321928,30010832.43223443,4230699758,69380.60073260074,59137
2021-09-08 08:00:00+00:00,3261.55,3360.99,3374.76,3218.21,4410.13418598,2669.0,297,8802301879464303,30012131.925925896,4539154173,71385.20538720537,64883
2021-09-08 09:00:00+00:00,3362.07,3375.16,3391.27,3336.46,3982.29582588,1404.0,258,8915797116131279,30009424.27906977,4011452848,70215.89922480626,56659
2021-09-08 10:00:00+00:00,3373.82,3395.9,3406.26,3317.15,6880.08558404,2883.0,256,8782677102095550,30010754.203125,3897169163,68137.14062500001,48300
2021-09-08 11:00:00+00:00,3395.91,3406.15,3455.67,3375.43,1693.60038397,1323.0,272,8724067019057146,30015512.44117645,4228113465,69392.10661764706,50274
2021-09-08 12:00:00+00:00,3407.36,3405.13,3453.31,3395.58,702.56174976,1020.0,276,8725455972858781,30013794.38768117,4247240501,66083.13405797098,49206
2021-09-08 13:00:00+00:00,3410.51,3407.83,3448.0,3364.67,2135.68268364,1841.0,282,8781110730498041,30012150.41134752,4354750864,59923.27659574469,47417
2021-09-08 14:00:00+00:00,3406.99,3378.14,3419.96,3354.57,1894.98215341,1302.0,286,8881066087040917,30017413.88461538,4456502508,62378.74825174827,50428
2021-09-08 15:00:00+00:00,3379.99,3419.93,3436.67,3377.15,2250.43790136,1447.0,245,8865426120215493,30010880.11020409,3911139930,62132.5836734694,38126
2021-09-08 16:00:00+00:00,3420.11,3489.46,3499.0,3400.86,2392.50267056,1863.0,296,8918286178448468,30007815.912162155,4534143084,59866.28378378378,48875
2021-09-08 17:00:00+00:00,3489.13,3483.8,3489.44,3450.99,1030.91451193,1169.0,278,8977620365351736,30014432.58273382,4227504944,64673.09352517991,48976
2021-09-08 18:00:00+00:00,3482.98,3533.97,3535.0,3467.89,2031.93959331,1718.0,281,9089648780040574,30011353.658362985,4348588238,65888.66192170816,48393
2021-09-08 19:00:00+00:00,3535.0,3525.1,3543.94,3510.16,2324.40095611,1615.0,251,9103401563395614,30013415.976095624,3864139635,72968.92828685255,45260
2021-09-08 20:00:00+00:00,3525.1,3473.72,3525.1,3459.49,1655.51626588,1341.0,247,8943778493108738,30010317.02024291,3815084264,74332.53846153848,43167
2021-09-08 21:00:00+00:00,3473.03,3463.48,3490.71,3446.63,1536.26159654,886.0,277,8913866120620035,30010359.93501804,4254739436,67437.93140794223,46679
2021-09-08 22:00:00+00:00,3461.22,3533.27,3561.71,3453.84,3449.5126134,2245.0,268,8987056565688657,30012460.59328359,4127838196,74903.91791044784,47377
2021-09-08 23:00:00+00:00,3536.34,3500.0,3548.63,3481.05,1012.73539309,1098.0,262,8927964692902575,30013415.847328223,4011822346,67638.50763358783,45183
2021-09-09 00:00:00+00:00,3499.98,3520.41,3523.19,3464.08,2167.1015429,1540.0,269,8875035110878451,30023298.602230497,4391718587,68177.06691449818,44298
2021-09-09 01:00:00+00:00,3516.02,3495.01,3516.02,3465.6,510.08541641,811.0,274,8868915517584133,30012825.062043805,4050465879,69056.27737226278,44667
2021-09-09 02:00:00+00:00,3495.14,3448.56,3513.69,3447.0,5848.20267304,3833.0,250,8781815229297074,30013945.27199999,3875589512,78080.28000000003,48396
2021-09-09 03:00:00+00:00,3448.55,3471.94,3473.72,3421.53,1253.30447772,1198.0,267,8718693993908165,30012288.28089886,4067058481,73549.16104868914,45161
2021-09-09 04:00:00+00:00,3469.49,3484.89,3497.85,3463.97,2786.52774785,1095.0,268,8731896288520003,30017051.08955224,4162894296,83805.87686567171,50193
2021-09-09 05:00:00+00:00,3484.36,3506.81,3508.77,3474.89,1331.37451009,743.0,283,8884073083948578,30008380.20141343,4380129862,73739.82332155468,49906
2021-09-09 06:00:00+00:00,3506.2,3490.56,3512.91,3481.21,405.68904527,554.0,251,8811933307810038,30006649.27888448,3836879841,71000.47808764948,47083
2021-09-09 07:00:00+00:00,3486.51,3501.22,3507.18,3456.02,1350.19148568,937.0,252,8708408822928466,30011379.5515873,3916136177,73426.72619047615,52009
2021-09-09 08:00:00+00:00,3501.21,3528.23,3571.91,3489.79,6326.54452087,3051.0,270,8650793783920544,30012908.75185185,4127023977,68147.5111111111,60163
2021-09-09 09:00:00+00:00,3528.24,3500.0,3536.4,3500.0,612.65240173,864.0,262,8614626114911535,30018446.91603051,4067908954,63083.702290076326,53210
2021-09-09 10:00:00+00:00,3500.0,3470.5,3503.37,3451.53,1886.27219842,1722.0,258,8660844346183518,30014647.46511626,3937874051,70103.16279069766,49735
2021-09-09 11:00:00+00:00,3469.0,3483.63,3489.41,3465.0,881.2016076,911.0,265,8629130517181061,30023438.89811321,4116174624,67789.48679245281,51815
2021-09-09 12:00:00+00:00,3483.8,3491.47,3522.26,3393.86,3793.58947835,3308.0,279,8618928559966109,30013017.415770624,4314678984,69671.40143369178,53246
2021-09-09 13:00:00+00:00,3491.11,3514.44,3554.66,3489.48,2641.58184329,2233.0,277,8687398188145231,30012160.805054154,4365267370,61943.682310469296,55435
2021-09-09 14:00:00+00:00,3514.08,3525.53,3553.55,3513.72,1555.06032356,1383.0,246,8586788023514792,30009166.613821134,3733490608,74323.91463414636,52446
2021-09-09 15:00:00+00:00,3525.41,3523.0,3537.61,3502.3,1091.93306544,1208.0,270,8550380514747659,30017468.840740755,4180615837,68365.18148148147,50825
2021-09-09 16:00:00+00:00,3524.03,3541.79,3555.83,3507.43,2387.6597083,1338.0,283,8627514691049169,30010142.97173146,4363278529,82145.93639575974,55200
2021-09-09 17:00:00+00:00,3541.09,3513.8,3550.0,3513.8,2599.98776833,1096.0,276,8705725427394209,30014007.06521739,4262403733,77868.99999999997,50440
2021-09-09 18:00:00+00:00,3516.29,3475.51,3520.31,3461.7,1686.19033763,1817.0,286,8784281519956447,30011880.78321677,4399397069,73873.94755244759,54901
2021-09-09 19:00:00+00:00,3474.13,3465.47,3485.35,3452.27,787.07921496,1003.0,281,8867361053461791,30010215.66192169,4331028817,82149.25266903918,52770
2021-09-09 20:00:00+00:00,3465.46,3431.39,3478.7,3423.94,6351.98499298,4706.0,280,8951858028521023,30015680.85000002,4312710286,72228.77499999997,48168
2021-09-09 21:00:00+00:00,3431.19,3456.86,3470.05,3425.01,701.21691366,1091.0,294,9104284685812686,30012455.32312926,4494525463,71013.82312925164,52866
2021-09-09 22:00:00+00:00,3456.86,3446.91,3472.72,3431.66,843.63991029,1076.0,252,9062541182389222,30015919.88095237,3926100400,74004.31746031744,46156
2021-09-09 23:00:00+00:00,3447.29,3423.99,3466.79,3416.0,712.71972959,810.0,273,9059165592040950,30010730.76556775,4249550320,79985.4688644689,50761
2021-09-10 00:00:00+00:00,3424.0,3452.27,3461.01,3411.0,1427.04452435,1248.0,255,9001814707508280,30010683.894117653,3958716862,78835.62745098039,51186
2021-09-10 01:00:00+00:00,3451.5,3495.13,3514.24,3451.5,5857.78479823,3064.0,255,8889085307436957,30018152.16078431,3914787654,70525.35294117652,46715
2021-09-10 02:00:00+00:00,3498.2,3476.21,3500.02,3474.49,1636.90611811,630.0,269,8819944672741066,30036884.665427506,4176618397,73531.80669144985,56950
2021-09-10 03:00:00+00:00,3474.49,3466.17,3476.21,3446.23,487.70643648,525.0,266,8788483185098822,30018939.55263157,4065926844,71269.68045112779,49218
2021-09-10 04:00:00+00:00,3465.27,3454.14,3478.07,3451.81,177.58924039,462.0,276,8851933937028536,30011885.688405804,4256652378,70132.32246376808,51349
2021-09-10 05:00:00+00:00,3453.4,3454.97,3458.26,3426.99,720.9973778,703.0,270,8792591324140737,30017691.38148149,4168462204,71167.9555555555,50797
2021-09-10 06:00:00+00:00,3455.17,3419.33,3457.58,3415.52,566.68878469,549.0,265,8836369847427807,30016360.683018863,4116879249,66384.82264150943,47517
2021-09-10 07:00:00+00:00,3419.64,3400.01,3429.46,3390.01,1643.12974799,1079.0,271,8776472061349450,30020432.12546125,4174409087,69488.23616236165,61721
2021-09-10 08:00:00+00:00,3400.0,3375.41,3427.46,3355.89,3773.18291548,2618.0,267,8788835451752541,30007788.464419484,4113747177,69481.29962546821,60687
2021-09-10 09:00:00+00:00,3375.68,3400.68,3405.0,3355.32,1161.41378277,1059.0,240,8663234760053913,30017938.85,3727366707,62512.14999999997,48414
2021-09-10 10:00:00+00:00,3398.74,3405.0,3415.04,3384.5,557.25559945,633.0,291,8533191451730715,30010970.36426117,4405182704,68633.35395189004,52595
